BMSid,MESSAGE,Module,Type,_Parent_ Class,Name,Detailed changes,Changed by,Change date
6569,CatalogueItemNotification,AlcoholInformationModule,ATTRIBUTE,AlcoholInformation,alcoholicBeverageColourCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6570,CatalogueItemNotification,AlcoholInformationModule,ATTRIBUTE,AlcoholInformation,bitternessOfBeerMeasurement,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6571,CatalogueItemNotification,AlcoholInformationModule,ATTRIBUTE,AlcoholInformation,bitternessOfBeerMeasurement/@codeListVersion,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6572,CatalogueItemNotification,AlcoholInformationModule,ATTRIBUTE,AlcoholInformation,originOfWineCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6573,CatalogueItemNotification,AlcoholInformationModule,ATTRIBUTE,AlcoholInformation,percentageOfAlcoholByVolumeMeasurementPrecisionCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6574,CatalogueItemNotification,AlcoholInformationModule,ATTRIBUTE,AlcoholInformation,sweetnessLevelOfAlcoholicBeverageCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6575,CatalogueItemNotification,FarmingAndProcessingInformationModule,ATTRIBUTE,TradeItemFarmingAndProcessing,bioengineeredDeclarationClaimCode,3.1.17 added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6576,CatalogueItemNotification,FarmingAndProcessingInformationModule,ATTRIBUTE,TradeItemFarmingAndProcessing,isBioengineeredDeclarationClaimRelevantDataProvided,3.1.17 added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6577,CatalogueItemNotification,FoodandBeverageIngredientModule,ATTRIBUTE,IngredientFarmingProcessing,bioengineeredDeclarationClaimCode,3.1.17 added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6578,CatalogueItemNotification,FoodandBeverageIngredientModule,ATTRIBUTE,IngredientFarmingProcessing,isBioengineeredDeclarationClaimRelevantDataProvided,3.1.17 added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6579,CatalogueItemNotification,FoodAndBeveragePropertiesInformationModule,ATTRIBUTE,MicrobiologicalInformation,microbiologicalOrganismMethodOfAnalysisCode,3.1.17 added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6580,CatalogueItemNotification,FoodAndBeveragePropertiesInformationModule,ATTRIBUTE,MicrobiologicalInformation,microbiologicalOrganismMinimumValue,3.1.17 added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6581,CatalogueItemNotification,FoodAndBeveragePropertiesInformationModule,ATTRIBUTE,MicrobiologicalInformation,microbiologicalOrganismMinimumValue/@measurementUnitCode,3.1.17 added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6582,CatalogueItemNotification,MarketingInformationModule,CLASS,MarketingInformation,BasicTasteInformation,3.1.17 added new class ,Maryam Mirza,2021-08-09 00:00:00
6583,CatalogueItemNotification,MarketingInformationModule,ATTRIBUTE,BasicTasteInformation,strongnessOfBasicTasteCode,3.1.17 added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6584,CatalogueItemNotification,MarketingInformationModule,ATTRIBUTE,BasicTasteInformation,typeOfBasicTasteCode,3.1.17 added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6585,CatalogueItemNotification,NutritionalInformationModule,ATTRIBUTE,NutrientDetail,isNutrientOnFrontOfPackage,3.1.17 added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6586,CatalogueItemNotification,ProductInformationModule,CLASS,ApparelInformationDetail,ApparelDetail,3.1.17 Added new class,Maryam Mirza,2021-08-09 00:00:00
6587,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,ApparelDetail,apparelDetailApplicationCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6588,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,ApparelDetail,apparelDetailPlacementCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6589,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,ApparelDetail,apparelDetailSizeCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6590,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,ApparelDetail,apparelDetailTypeCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6591,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,ApparelProductInformation,neckwearTypeCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6592,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,ApparelProductInformation,pantsShortsTypeCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6593,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,ApparelProductInformation,skirtTypeCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6594,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,ApparelProductInformation,sweaterPulloverTypeCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6595,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,ApparelProductInformation,waistbandTypeCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6596,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,ApparelProductInformation,waistRiseCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6597,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,ProductInformationDetail,dispenserTypeCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6598,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,ProductInformationDetail,seamsCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6599,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,ProductInformationDetail,sportCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6600,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,ProductInformationDetail,targetSurfaceTypeCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6601,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,JewelryProductInformation,necklaceTypeCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6602,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,JewelryProductInformation,ringTypeCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6603,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,JewelryProductInformation,watchCaseShapeCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6604,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,FootwearProductInformation,footwearOutsoleTypeCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6605,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,FootwearProductInformation,footwearStyleCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6606,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,FootwearProductInformation,toeStyleTypeCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6607,CatalogueItemNotification,ProductInformationModule,CLASS,ProductInformationDetail,HouseholdAndOfficeFurnishingInformation,3.1.17 Added new class,Maryam Mirza,2021-08-09 00:00:00
6608,CatalogueItemNotification,ProductInformationModule,CLASS,HouseholdAndOfficeFurnishingInformation,HouseholdOfficeFurnishing,3.1.17 Added new class,Maryam Mirza,2021-08-09 00:00:00
6609,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,HouseholdOfficeFurnishing,pillowShapeCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6610,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,HouseholdOfficeFurnishing,rugTypeCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6611,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,HouseholdOfficeFurnishing,tablewareTypeCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6612,CatalogueItemNotification,ProductInformationModule,CLASS,HouseholdAndOfficeFurnishingInformation,LinenInformation,3.1.17 Added new class,Maryam Mirza,2021-08-09 00:00:00
6613,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,LinenInformation,towelTypeCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6614,CatalogueItemNotification,ProductInformationModule,CLASS,HouseholdAndOfficeFurnishingInformation,CleaningAidsInformation,3.1.17 Added new class,Maryam Mirza,2021-08-09 00:00:00
6615,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,CleaningAidsInformation,brushBroomTypeCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6616,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,CleaningAidsInformation,cleaningClothTypeCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6617,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,CleaningAidsInformation,householdCleaningProductTypeCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6618,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,CleaningAidsInformation,laundryDetergentTypeCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6619,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,CleaningAidsInformation,laundryHangingAidTypeCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6620,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,CleaningAidsInformation,spongeScourerTypeCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6621,CatalogueItemNotification,SalesInformationModule,ATTRIBUTE,TargetMarketSalesConditions,consumerSalesConditionMaximumAmount,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
6622,CatalogueItemNotification,SalesInformationModule,ATTRIBUTE,TargetMarketSalesConditions,consumerSalesConditionMaximumAmount/@measurementUnitCode,3.1.17 Added new attribute ,Maryam Mirza,2021-08-09 00:00:00
2261,CatalogueItemNotification,PackagingInformationModule,ATTRIBUTE,PackageDeposit,returnablePackageDepositAmount,3.1.17: Update from TPN to TPN/TPD ,Maryam Mirza,2021-08-09 00:00:00
2262,CatalogueItemNotification,PackagingInformationModule,ATTRIBUTE,PackageDeposit,returnablePackageDepositAmount/@currencyCode,3.1.17: Update from TPN to TPN/TPD ,Maryam Mirza,2021-08-09 00:00:00
2331,CatalogueItemNotification,PackagingMarkingModule,ATTRIBUTE,PackagingDate,tradeItemDateOnPackagingFormatName,3.1.16: updated definition,Maryam Mirza,2020-04-23 00:00:00
3385,CatalogueItemNotification,SalesInformationModule,ATTRIBUTE,additionalTradeItemPrice,tradeItemPriceTypeCode,3.1.16: updated definition,Maryam Mirza,2020-04-23 00:00:00
6067,CatalogueItemNotification,TransportationHazardousClassificationModule,ATTRIBUTE,HazardousInformationDetail,dangerousGoodsPackingGroup/@codeListAgencyCodeListVersion,3.1.16: updated xpath,Maryam Mirza,2020-04-23 00:00:00
6526,CatalogueItemNotification,ProductInformationModule,MODULE ,extension ,ProductInformationModule,3.1.16 Added new module ,Maryam Mirza,2020-04-23 00:00:00
6527,CatalogueItemNotification,ProductInformationModule,CLASS,ProductInformationModule,ProductInformationDetail,3.1.16 Added new class,Maryam Mirza,2020-04-23 00:00:00
6528,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,ProductInformationDetail,formationTypeCode,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
6529,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,ProductInformationDetail,timeOfApplicationCode,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
6530,CatalogueItemNotification,ProductInformationModule,CLASS,ProductInformationDetail,ApparelInformationDetail,3.1.16 Added new class,Maryam Mirza,2020-04-23 00:00:00
6531,CatalogueItemNotification,ProductInformationModule,CLASS,ApparelInformationDetail,ApparelProductInformation,3.1.16 Added new class,Maryam Mirza,2020-04-23 00:00:00
6532,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,ApparelProductInformation,garmentLinedCode,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
6533,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,ApparelProductInformation,garmentLengthTypeCode,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
6534,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,ApparelProductInformation,garmentLegTypeCode,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
6535,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,ApparelProductInformation,garmentAdornmentTypeCode,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
6536,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,ApparelProductInformation,hosierySockRiseCode,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
6537,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,ApparelProductInformation,hosierySockStyleCode,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
6538,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,ApparelProductInformation,hatTypeCode,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
6539,CatalogueItemNotification,ProductInformationModule,CLASS,ApparelInformationDetail,FootwearProductInformation,3.1.16 Added new class,Maryam Mirza,2020-04-23 00:00:00
6540,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,FootwearProductInformation,heelStyleCode,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
6541,CatalogueItemNotification,ProductInformationModule,CLASS,ApparelInformationDetail,JewelryProductInformation,3.1.16 Added new class,Maryam Mirza,2020-04-23 00:00:00
6542,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,JewelryProductInformation,jewelryStyleCode,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
6543,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,JewelryProductInformation,jewelrySetContentsCode,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
6544,CatalogueItemNotification,ProductInformationModule,CLASS,ProductInformationDetail,BeautyPersonalCareHygieneDetail,3.1.16 Added new class,Maryam Mirza,2020-04-23 00:00:00
6545,CatalogueItemNotification,ProductInformationModule,CLASS,BeautyPersonalCareHygieneDetail,DentalProductInformation,3.1.16 Added new class,Maryam Mirza,2020-04-23 00:00:00
6546,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,DentalProductInformation,dentalProductFunctionCode,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
6547,CatalogueItemNotification,ProductInformationModule,CLASS,BeautyPersonalCareHygieneDetail,HairProductInformation,3.1.16 Added new class,Maryam Mirza,2020-04-23 00:00:00
6548,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,HairProductInformation,hairProductFunctionOrTreatmentCode,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
6549,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,HairProductInformation,targetHairTypeCode,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
6550,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,HairProductInformation,naturalHairColourCode,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
6551,CatalogueItemNotification,ProductInformationModule,CLASS,BeautyPersonalCareHygieneDetail,SkinProductInformation,3.1.16 Added new class,Maryam Mirza,2020-04-23 00:00:00
6552,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,SkinProductInformation,skinProductFunctionOrTreatmentCode,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
6553,CatalogueItemNotification,ProductInformationModule,ATTRIBUTE,SkinProductInformation,targetSkinTypeCode,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
6554,CatalogueItemNotification,DairyFishMeatPoultryItemModule,ATTRIBUTE,CheeseInformation,cheeseMilkAcquisitionTypeCode,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
6555,CatalogueItemNotification,FoodAndBeveragePreparationServingModule,CLASS,FoodAndBeveragePreparationServingModule,ProductPreparationTextureInformation,3.1.16 Added new class,Maryam Mirza,2020-04-23 00:00:00
6556,CatalogueItemNotification,FoodAndBeveragePreparationServingModule,ATTRIBUTE,ProductPreparationTextureInformation,productTextureAgencyCode,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
6557,CatalogueItemNotification,FoodAndBeveragePreparationServingModule,ATTRIBUTE,ProductPreparationTextureInformation,productTextureCode,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
6558,CatalogueItemNotification,FoodAndBeveragePreparationServingModule,ATTRIBUTE,ProductPreparationTextureInformation,productTexturalCharacteristics,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
6559,CatalogueItemNotification,FoodAndBeveragePreparationServingModule,ATTRIBUTE,ProductPreparationTextureInformation,productTexturalCharacteristics/@languageCode,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
6560,CatalogueItemNotification,MarketingInformationModule,ATTRIBUTE,MarketingInformation,imitationOrSubstituteFor,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
6561,CatalogueItemNotification,MarketingInformationModule,ATTRIBUTE,MarketingInformation,imitationOrSubstituteFor/@languageCode,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
6562,CatalogueItemNotification,RegulatedTradeItemModule,ATTRIBUTE,RegulatoryInformation,regulationPictogramOrWarningQuantity,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
6563,CatalogueItemNotification,TextileMaterialModule,ATTRIBUTE,TextileMaterial,tradeItemMaterialDesignationCode,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
6563,CatalogueItemNotification,TextileMaterialModule,ATTRIBUTE,TextileMaterialComposition,materialDensityCode,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
6564,CatalogueItemNotification,TextileMaterialModule,ATTRIBUTE,TextileMaterialComposition,threadDenier,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
6565,CatalogueItemNotification,TradeItemLicensingModule,ATTRIBUTE,TradeItemLicenseDetail,licenseCode,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
6566,CatalogueItemNotification,TradeItemMeasurementsModule,ATTRIBUTE,AdditionalTradeItemDimensions,diameter,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
6567,CatalogueItemNotification,TradeItemMeasurementsModule,ATTRIBUTE,AdditionalTradeItemDimensions,diameter/@measurementUnitcode,3.1.16 Added new attribute ,Maryam Mirza,2020-04-23 00:00:00
268,CatalogueItemNotification,HealthRelatedInformationModule,ATTRIBUTE,HealthRelatedInformation,nutritionalProgramCode,"3.1.15: Moved attribute to new class ""nutritionalProgram""",Maryam Mirza,2020-11-23 00:00:00
271,CatalogueItemNotification,HealthRelatedInformationModule,ATTRIBUTE,HealthRelatedInformation,nutritionalProgramDetail,"3.1.15: Moved attribute to new class ""nutritionalProgram""",Maryam Mirza,2020-11-23 00:00:00
667,CatalogueItemNotification,CertificationInformationModule,ATTRIBUTE,CertificationInformation,certificationStandard,3.1.15: Update datatype from string80 to string120,Maryam Mirza,2020-11-23 00:00:00
684,CatalogueItemNotification,CertificationInformationModule,ATTRIBUTE,Certification,certificationIdentification,3.1.15: Update datatype from string80 to string120,Maryam Mirza,2020-11-23 00:00:00
685,CatalogueItemNotification,CertificationInformationModule,ATTRIBUTE,Certification,certificationValue,3.1.15: Update datatype from string70 to string120,Maryam Mirza,2020-11-23 00:00:00
727,CatalogueItemNotification,ChemicalRegulationInformationModule,ATTRIBUTE,RegulatedChemical,regulatedChemicalDescription,3.1.15: Update from Description1000 to Description2000,Maryam Mirza,2020-11-23 00:00:00
729,CatalogueItemNotification,ChemicalRegulationInformationModule,ATTRIBUTE,RegulatedChemical,regulatedChemicalName,3.1.15: Updated definition and updated datatype from String1000 to String2000,Maryam Mirza,2020-11-23 00:00:00
1268,CatalogueItemNotification,FoodAndBeverageIngredientModule,ATTRIBUTE,FoodAndBeverageIngredientModule,ingredientStatement,3.1.15: update to MVML (multi value and multi language) and from Description5000 to FormattedDescription5000 and update definition ,Maryam Mirza,2020-11-23 00:00:00
1460,CatalogueItemNotification,HealthRelatedInformationModule,ATTRIBUTE,HealthRelatedInformation,healthClaimCode,3.1.15: Update definition ,Maryam Mirza,2020-11-23 00:00:00
1461,CatalogueItemNotification,HealthRelatedInformationModule,ATTRIBUTE,HealthRelatedInformation,healthClaimDescription,3.1.15 Updated definition ,Maryam Mirza,2020-11-23 00:00:00
1472,CatalogueItemNotification,HealthWellnessPackagingMarkingModule,ATTRIBUTE,HealthWellnessPackagingMarking,packagingMarkedDietAllergenCode,3.1.15: Updated definition ,Maryam Mirza,2020-11-23 00:00:00
1473,CatalogueItemNotification,HealthWellnessPackagingMarkingModule,ATTRIBUTE,HealthWellnessPackagingMarking,packagingMarkedFreeFromCode,3.1.15: Updated definition ,Maryam Mirza,2020-11-23 00:00:00
1578,CatalogueItemNotification,MedicalDeviceTradeItemModule,MODULE,extension,MedicalDeviceTradeItemModule,3.1.15: Updated definition ,Maryam Mirza,2020-11-23 00:00:00
1579,CatalogueItemNotification,MedicalDeviceTradeItemModule,CLASS,MedicalDeviceTradeItemModule,MedicalDeviceInformation,3.1.15: Updated definition ,Maryam Mirza,2020-11-23 00:00:00
1623,CatalogueItemNotification,NonfoodIngredientModule,ATTRIBUTE,NonfoodIngredientModule,nonfoodIngredientStatement,3.1.15: Updated to MVML (multi value and multi language)and updated definition ,Maryam Mirza,2020-11-23 00:00:00
1682,CatalogueItemNotification,NutritionalInformationModule,ATTRIBUTE,NutritionalInformationModule,nutritionalClaim,3.1.15: Updated definition ,Maryam Mirza,2020-11-23 00:00:00
3504,CatalogueItemNotification,TradeItemDescriptionModule,ATTRIBUTE,TradeItemDescriptionInformation,additionalTradeItemDescription,3.1.15: Update Description500 to Description2000,Maryam Mirza,2020-11-23 00:00:00
6090,CatalogueItemNotification,HealthcareItemInformationModule,ATTRIBUTE,HealthcareItemInformation,healthcareGroupedProductCode,3.1.15: Updated definition ,Maryam Mirza,2020-11-23 00:00:00
6160,CatalogueItemNotification,HealthRelatedInformationModule,ATTRIBUTE,HealthRelatedInformation,nutritionalScore,"3.1.15: Moved attribute to new class ""NutritionalProgram""",Maryam Mirza,2020-11-23 00:00:00
6265,CatalogueItemNotification,HealthRelatedInformationModule,ATTRIBUTE,HealthRelatedInformation,nutritionalValue,"3.1.15: Moved attribute to new class ""NutritionalProgram""",Maryam Mirza,2020-11-23 00:00:00
6268,CatalogueItemNotification,HealthRelatedInformationModule,ATTRIBUTE,HealthRelatedInformation,nutritionalProgramIngredientTypeCode,"3.1.15: Moved attribute to new class ""NutritionalProgramIngredients""",Maryam Mirza,2020-11-23 00:00:00
6270,CatalogueItemNotification,HealthRelatedInformationModule,ATTRIBUTE,HealthRelatedInformation,nutritionalProgramIngredientMeasurement,"3.1.15: Moved attribute to new class ""NutritionalProgramIngredients""",Maryam Mirza,2020-11-23 00:00:00
6313,CatalogueItemNotification,AlcoholInformationModule,ATTRIBUTE,AlcoholInformation,isCaskStrength,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6314,CatalogueItemNotification,AlcoholInformationModule,ATTRIBUTE,AlcoholInformation,alcoholBeverageTypeCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6315,CatalogueItemNotification,AlcoholInformationModule,ATTRIBUTE,AlcoholInformation,beerStyleCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6316,CatalogueItemNotification,AlcoholInformationModule,ATTRIBUTE,AlcoholInformation,alcoholBeverageFilteringMethodTypeCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6317,CatalogueItemNotification,AlcoholInformationModule,ATTRIBUTE,AlcoholInformation,alcoholBeverageProductionMethodTypeCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6318,CatalogueItemNotification,AlcoholInformationModule,ATTRIBUTE,AlcoholInformation,alcoholBeverageDistilledFromCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6319,CatalogueItemNotification,AlcoholInformationModule,ATTRIBUTE,AlcoholInformation,primaryAddedFlavouringCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6320,CatalogueItemNotification,AlcoholInformationModule,ATTRIBUTE,AlcoholInformation,secondaryAddedFlavouringCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6321,CatalogueItemNotification,AlcoholInformationModule,ATTRIBUTE,AlcoholInformation,alcoholBeverageAge,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6322,CatalogueItemNotification,AlcoholInformationModule,ATTRIBUTE,AlcoholInformation,alcoholBeverageAge/@timeMeasurementUnitCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6323,CatalogueItemNotification,AlcoholInformationModule,CLASS,AlcoholInformation,AlcoholBeverageContainer,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6324,CatalogueItemNotification,AlcoholInformationModule,ATTRIBUTE,AlcoholBeverageContainer,containerTypeCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6325,CatalogueItemNotification,AlcoholInformationModule,ATTRIBUTE,AlcoholBeverageContainer,containerProcessTypeCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6326,CatalogueItemNotification,AlcoholInformationModule,ATTRIBUTE,AlcoholBeverageContainer,containerShapeCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6327,CatalogueItemNotification,AlcoholInformationModule,ATTRIBUTE,AlcoholBeverageContainer,containerMaterialCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6328,CatalogueItemNotification,lightingDeviceModule,ATTRIBUTE,LightBulbInformation,declaredPower,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6329,CatalogueItemNotification,lightingDeviceModule,ATTRIBUTE,LightBulbInformation,declaredPower/@measurementUnitCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6330,CatalogueItemNotification,lightingDeviceModule,ATTRIBUTE,LightBulbInformation,equivalentLightBulbPower,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6331,CatalogueItemNotification,lightingDeviceModule,ATTRIBUTE,LightBulbInformation,equivalentLightBulbPower/@measurementUnitCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6332,CatalogueItemNotification,lightingDeviceModule,ATTRIBUTE,LightBulbInformation,lightBulbWarmUpTime,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6333,CatalogueItemNotification,lightingDeviceModule,ATTRIBUTE,LightBulbInformation,lightBulbWarmUpTime/@measurementUnitCode,3.1.15 Added new attribute ,Maryam Mirza,2020-11-23 00:00:00
6334,CatalogueItemNotification,lightingDeviceModule,ATTRIBUTE,LightBulbInformation,isLightBulbSuitableForAccentLighting,3.1.15 Added new attribute,Maryam Mirza,2020-11-23 00:00:00
6335,CatalogueItemNotification,lightingDeviceModule,ATTRIBUTE,LightBulbInformation,minimumColourTemperature,3.1.15 Added new attribute,Maryam Mirza,2020-11-23 00:00:00
